"Name","Acronym","City","AlterCity","District","State","Catagory","Federation","Website","Country","Contact","Logo",
"All India Institute of Medical Sciences.","#","Raipur","#","Raipur","Chattisgarh",,"UGC",,"India",,,
"All India Institute of Medical Sciences","#","Delhi","New delhi","New delhi","New delhi",,"UGC",,"India",,,
"Guru Gobind Singh Indraprastha University.","#","Delhi","New delhi","New delhi","New delhi",,"UGC",,"India",,,
"Vardhman Mahavir Medical College & Safdarjung Hospital.","#","Delhi","New delhi","New delhi","New delhi",,"UGC",,"India",,,
"University College of Medical Sciences & GTB Hospital.","#","Delhi","New delhi","New delhi","New delhi",,"UGC",,"India",,,
"Hamdard Institute of Medical Sciences & Research.","#","Delhi","New delhi","New delhi","New delhi",,"UGC",,"India",,,
"University of Jamia Hamdard.","#","Delhi","New delhi","New delhi","New delhi",,"UGC",,"India",,,
"North Delhi Muncipal Corporation Medical College.","#","Delhi","New delhi","New delhi","New delhi",,"UGC",,"India",,,
"Dr. Baba Saheb Ambedkar Medical College.","#","Delhi","New delhi","New delhi","New delhi",,"UGC",,"India",,,
"CU Shah Medical College.","#","Surendranagar","#","Surendranagar","Gujarat",,"UGC",,"India",,,
"SBKS Medical Institute & Research Centre.","#","Vadodara","#","Vadodara","Gujarat",,"UGC",,"India",,,
"Smt. N.H.L.Municipal Medical College.","#","Ahmedabad","#","Ahmedabad","Gujarat",,"UGC",,"India",,,
"Surat Municipal Institute of Medical Education & Research.","#","Surat","#","Surat","Gujarat",,"UGC",,"India",,,
"Sumandeep Vidyapeeth University.","#","Vadodara","#","Vadodara","Gujarat",,"UGC",,"India",,,
"Government Medical College.","#","Bhavnagar","#","Bhavnagar","Gujarat",,"UGC",,"India",,,
"Pandit Deendayal Upadhyay Medical College.","#","Rajkot","#","Rajkot","Gujarat",,"UGC",,"India",,,
"MP Shah Medical College.","#","Jamnagar","#","Jamnagar","Gujarat",,"UGC",,"India",,,
"GMERS Medical College.","#","Junagadh","#","Junagadh","Gujarat",,"UGC",,"India",,,
"Dr. M.K. Shah Medical College & Research Centre.","#","Ahmedabad","#","Ahmedabad","Gujarat",,"UGC",,"India",,,
"Parul Institute of Medical Sciences & Research.","#","Vadodara","#","Vadodara","Gujarat",,"UGC",,"India",,,
"GMERS Medical College.","#","Himatnagar","Himmatnagar","Sabarkantha","Gujarat",,"UGC",,"India",,,
"GMERS Medical College.","#","Vadnagar","#","Mehsana","Gujarat",,"UGC",,"India",,,
"GMERS Medical College.","#","Vadodara","#","Vadodara","Gujarat",,"UGC",,"India",,,
"GMERS Medical College.","#","Ahmedabad","#","Ahmedabad","Gujarat",,"UGC",,"India",,,
"Gujarat Adani Institute of Medical Sciences.","#","Bhuj","#","Kutch","Gujarat",,"UGC",,"India",,,
"Ahmedabad Municipal Coporation Medical Education Trust Medical College.","#","Ahmedabad","#","Ahmedabad","Gujarat",,"UGC",,"India",,,
"GCS Medical College.","#","Ahmedabad","#","Ahmedabad","Gujarat",,"UGC",,"India",,,
"GMERS Medical College.","#","Gandhinagar","#","Gandhinagar","Gujarat",,"UGC",,"India",,,
"GMERS Medical College.","#","Patna","#","Patna","Gujarat",,"UGC",,"India",,,
"GMERS Medical College.","#","Valsad","#","Valsad","Gujarat",,"UGC",,"India",,,
"Pramukhswami Medical College.","#","Karamsad","#","Anand","Gujarat",,"UGC",,"India",,,
"World College of Medical Sciences & Research.","#","Jhajjar","#","Jhajjar","Haryana",,"UGC",,"India",,,
"PT. B.D. Sharma University of Health Sciences.","#","Rohtak","#","Rohtak","Haryana",,"UGC",,"India",,,
"Shree Guru Gobind Singh Tricentenary Medical College.","#","Gurgaon","Gurugram","Gurgaon","Haryana",,"UGC",,"India",,,
"Maharishi Markandeshwar Institute Of Medical Sciences & Research.","#","Ambala","#","Ambala","Haryana",,"UGC",,"India",,,
"Maharishi Marakandeshwar University.","#","Ambala","#","Ambala","Haryana",,"UGC",,"India",,,
"Maharaja Agrasen Medical College.","#","Agroha","#","Hisar","Haryana",,"UGC",,"India",,,
"Pt. B D Sharma Postgraduate Institute of Medical Sciences.","#","Rohtak","#","Rohtak","Haryana",,"UGC",,"India",,,
"N.C. Medical College & Hospital.","#","Panipat","#","Panipat","Haryana",,"UGC",,"India",,,
"Shaheed Hasan Khan Mewati Government Medical College.","#","Nalhar","#","Nuh","Haryana",,"UGC",,"India",,,
"Employees State Insurance Corporation Medical College.","#","Faridabad","#","Faridabad","Haryana",,"UGC",,"India",,,
"Kalpana Chawala Govt. Medical College.","#","Karnal","#","Karnal","Haryana",,"UGC",,"India",,,
"Adesh Medical College and Hospital.","#","Kurukshetra","#","Kurukshetra","Haryana",,"UGC",,"India",,,
"BPS Government Medical College for Women.","#","Sonipat","#","Sonipat","Haryana",,"UGC",,"India",,,
"Dr. Rajendar Prasad Government Medical College.","#","Tanda","#","Kangra","Himachal pradesh",,"UGC",,"India",,,
"Government Medical College.","#","Nahan","#","Sirmaur","Himachal pradesh",,"UGC",,"India",,,
"Maharishi Markandeshwar Medical College & Hospital.","#","Solan","#","Solan","Himachal pradesh",,"UGC",,"India",,,
"Maharishi Marakandeshwar University.","#","Solan","#","Solan","Himachal pradesh",,"UGC",,"India",,,
"Pt. Jawahar Lal Nehru Government Medical College.","#","Chamba","#","Chamba","Himachal pradesh",,"UGC",,"India",,,
"Shri Lal Bahadur Shastri Government Medical College.","#","Mandi","#","Mandi","Himachal pradesh",,"UGC",,"India",,,
"Jammu University.","#","Jammu","#","Jammu","Jammu and kashmir",,"UGC",,"India",,,
"Sher-I-Kashmir Institute Of Medical Sciences.","#","Srinagar","#","Srinagar","Jammu and kashmir",,"UGC",,"India",,,
"Deemed University.","#","Jammu and kashmir","#","Jammu and kashmir","Jammu and kashmir",,"UGC",,"India",,,
"Kashmir University.","#","Srinagar","#","Srinagar","Jammu and kashmir",,"UGC",,"India",,,
"Government Medical College.","#","Srinagar","#","Srinagar","Jammu and kashmir",,"UGC",,"India",,,
"Government Medical College.","#","Jammu","#","Jammu","Jammu and kashmir",,"UGC",,"India",,,
"Patliputra Medical College.","#","Dhanbad","#","Dhanbad","Jharkhand",,"UGC",,"India",,,
"Rajendra Institute of Medical Sciences.","#","Ranchi","#","Ranchi","Jharkhand",,"UGC",,"India",,,
"M G M Medical College.","#","Jamshedpur","#","East singhbhum","Jharkhand",,"UGC",,"India",,,
"Mahadevappa Rampure Medical College.","#","Kalaburagi","Gulbarga","Kalaburagi","Karnataka",,"UGC",,"India",,,
"JJM Medical College.","#","Davanagere","Davangere","Davanagere","Karnataka",,"UGC",,"India",,,
"Dr BR Ambedkar Medical College.","#","Bengaluru","Bangalore","Bengaluru","Karnataka",,"UGC",,"India",,,
"Hassan Institute of Medical Sciences.","#","Hassan","#","Hassan","Karnataka",,"UGC",,"India",,,
"S S Institute of Medical Sciences& Research Centre.","#","Davanagere","Davangere","Davanagere","Karnataka",,"UGC",,"India",,,
"Mandya Institute of Medical Sciences.","#","Mandya","#","Mandya","Karnataka",,"UGC",,"India",,,
"Belagavi Institute of Medical Sciences.","#","Belagavi","Belgaum","Belagavi","Karnataka",,"UGC",,"India",,,
"Rajarajeswari Medical College & Hospital.","#","Bengaluru","Bangalore","Bengaluru","Karnataka",,"UGC",,"India",,,
"S. Nijalingappa Medical College & HSK Hospital & Research Centre.","#","Bagalkot","#","Bagalkot","Karnataka",,"UGC",,"India",,,
"Vydehi Institute Of Medical Sciences & Research Centre.","#","Bengaluru","Bangalore","Bengaluru","Karnataka",,"UGC",,"India",,,
"A J Institute of Medical Sciences & Research Centre.","#","Mangalore","Mangaluru","Dakshina kannada","Karnataka",,"UGC",,"India",,,
"MVJ Medical College and Research Hospital.","#","Bengaluru","Bangalore","Bengaluru","Karnataka",,"UGC",,"India",,,
"K S Hegde Medical Academy.","#","Mangalore","Mangaluru","Dakshina kannada","Karnataka",,"UGC",,"India",,,
"St. Johns Medical College.","#","Bengaluru","Bangalore","Bengaluru","Karnataka",,"UGC",,"India",,,
"Sri Siddhartha Medical College.","#","Tumakuru","Tumkur","Tumakuru","Karnataka",,"UGC",,"India",,,
"Government Medical College.","#","Mysuru","Mysore","Mysuru","Karnataka",,"UGC",,"India",,,
"M S Ramaiah Medical College.","#","Bengaluru","Bangalore","Bengaluru","Karnataka",,"UGC",,"India",,,
"K V G Medical College.","#","Sullia","#","Dakshina kannada","Karnataka",,"UGC",,"India",,,
"Jawaharlal Nehru Medical College.","#","Belagavi","Belgaum","Belagavi","Karnataka",,"UGC",,"India",,,
"Father Mullers Institue of Medical Education and Research.","#","Mangalore","Mangaluru","Dakshina kannada","Karnataka",,"UGC",,"India",,,
"Bengaluru Medical College and Research Institute.","#","Bengaluru","Bangalore","Bengaluru","Karnataka",,"UGC",,"India",,,
"Shri B M Patil Medical College, Hospital & Research Centre.","#","Vijayapura","Bijapur","Vijayapura","Karnataka",,"UGC",,"India",,,
"Akash Institute of Medical Sciences & Research Centre.","#","Bengaluru","Bangalore","Bengaluru","Karnataka",,"UGC",,"India",,,
"Sambhram Institute of Medical Sciences & Research.","#","Kolar","#","Kolar","Karnataka",,"UGC",,"India",,,
"Gadag Institute of Medical Sciences.","#","Gadag","#","Gadag","Karnataka",,"UGC",,"India",,,
"Employees State Insurance Corporation Medical College.","#","Kalaburagi","Gulbarga","Kalaburagi","Karnataka",,"UGC",,"India",,,
"Koppal Institute of Medical Sciences.","#","Koppal","#","Koppal","Karnataka",,"UGC",,"India",,,
"Employees State Insurance Corporation Medical College.","#","Bengaluru","Bangalore","Bengaluru","Karnataka",,"UGC",,"India",,,
"The Oxford Medical College, Hospital & Research Centre.","#","Bengaluru","Bangalore","Bengaluru","Karnataka",,"UGC",,"India",,,
"Shridevi Institute of Medical Sciences & Research Hospital.","#","Tumakuru","Tumkur","Tumakuru","Karnataka",,"UGC",,"India",,,
"BGS Global Institute of Medical Sciences.","#","Bengaluru","Bangalore","Bengaluru","Karnataka",,"UGC",,"India",,,
"Kodagu Institute of Medical Sciences.","#","Kodagu","#","Kodagu","Karnataka",,"UGC",,"India",,,
"Chamarajanagar Institute of Medical Sciences.","#","Chamarajnagar","Chamarajanagar","Chamarajnagar","Karnataka",,"UGC",,"India",,,
"Karwar Institute of Medical Sciences.","#","Karwar","#","Uttara Kannada","Karnataka",,"UGC",,"India",,,
"Kalaburagi Institute of Medical Sciences.","#","Kalaburagi","Gulbarga","Kalaburagi","Karnataka",,"UGC",,"India",,,
"Sapthagiri Institute of Medical Sciences & Research Centre.","#","Bengaluru","Bangalore","Bengaluru","Karnataka",,"UGC",,"India",,,
"Subbaiah Institute of Medical Sciences.","#","Shivamogga","Shimoga","Shivamogga","Karnataka",,"UGC",,"India",,,
"Srinivas Institute of Medical Research Centre.","#","Srinivasnagar","#","Dakshina kannada","Karnataka",,"UGC",,"India",,,
"Kanachur Institute of Medical Sciences.","#","Mangalore","Mangaluru","Dakshina kannada","Karnataka",,"UGC",,"India",,,
"East Point College of Medical Sciences & Research Centre.","#","Bengaluru","Bangalore","Bengaluru","Karnataka",,"UGC",,"India",,,
"Kasturba Medical College.","#","Mangalore","Mangaluru","Dakshina kannada","Karnataka",,"UGC",,"India",,,
"Khaja Banda Nawaz Institute of Medical Sciences.","#","Kalaburagi","Gulbarga","Kalaburagi","Karnataka",,"UGC",,"India",,,
"Sri Devaraj URS Medical College.","#","Kolar","#","Kolar","Karnataka",,"UGC",,"India",,,
"Sri Devaraj Urs Academy of Higher Education and Research.","#","Kolar","#","Kolar","Karnataka",,"UGC",,"India",,,
"SDM College of Medical Sciences & Hospital.","#","Dharwad","#","Dharwad","Karnataka",,"UGC",,"India",,,
"Sree Narayana Institute of Medical Sciences.","#","Ernakulam","#","Ernakulam","Kerala",,"UGC",,"India",,,
"Mahatma Gandhi University.","#","Kottayam","#","Kottayam","Kerala",,"UGC",,"India",,,
"Azeezia Instt of Medical Science.","#","Kollam","#","Kollam","Kerala",,"UGC",,"India",,,
"Kozhikode University.","#","Palakkad","#","Palakkad","Kerala",,"UGC",,"India",,,
"Sree Uthradom Thiurnal Academy of Medical Sciences.","#","Thiruvananthapuram","Trivandrum","Thiruvananthapuram","Kerala",,"UGC",,"India",,,
"Kannur Medical College.","#","Kannur","#","Kannur","Kerala",,"UGC",,"India",,,
"Sree Gokulam Medical College Trust & Research Foundation.","#","Thiruvananthapuram","Trivandrum","Thiruvananthapuram","Kerala",,"UGC",,"India",,,
"M E S Medical College.","#","Malappuram","#","Malappuram","Kerala",,"UGC",,"India",,,
"Jubilee Mission Medical College & Research Institute.","#","Thrissur","#","Thrissur","Kerala",,"UGC",,"India",,,
"Malankara Orthodox Syrian Church Medical College.","#","Kolenchery","#","Ernakulam","Kerala",,"UGC",,"India",,,
"Pushpagiri Institute Of Medical Sciences and Research Centre.","#","Thiruvalla","#","Pathanamthitta","Kerala",,"UGC",,"India",,,
"Amrita School of Medicine.","#","Kochi","Cochin","Ernakulam","Kerala",,"UGC",,"India",,,
"Government Medical College.","#","Ernakulam","#","Ernakulam","Kerala",,"UGC",,"India",,,
"Academy of Medical Sceiences.","#","Kannur","#","Kannur","Kerala",,"UGC",,"India",,,
"T D Medical College.","#","Alleppey","#","Alappuzha","Kerala",,"UGC",,"India",,,
"Government Medical College.","#","Thrissur","#","Thrissur","Kerala",,"UGC",,"India",,,
"Government Medical College.","#","Kottayam","#","Kottayam","Kerala",,"UGC",,"India",,,
"Government Medical College.","#","Kozhikode","#","Kozhikode","Kerala",,"UGC",,"India",,,
"Kerala Medical College.","#","Palakkad","#","Palakkad","Kerala",,"UGC",,"India",,,
"Mount Zion Medical College.","#","Pathanamthitta","#","Pathanamthitta","Kerala",,"UGC",,"India",,,
"Government Medical College.","#","Idukki","#","Idukki","Kerala",,"UGC",,"India",,,
"P K Das Institute of Medical Sciences.","#","Palakkad","#","Palakkad","Kerala",,"UGC",,"India",,,
"Government Medical College.","#","Manjeri","#","Malappuram","Kerala",,"UGC",,"India",,,
"Believers Church Medical College Hospital.","#","Thiruvalla","#","Pathanamthitta","Kerala",,"UGC",,"India",,,
"Government Medical College.","#","Palakkad","#","Palakkad","Kerala",,"UGC",,"India",,,
"Government Medical College.","#","Kollam","#","Kollam","Kerala",,"UGC",,"India",,,
"Malabar Medical College.","#","Kozhikode","#","Kozhikode","Kerala",,"UGC",,"India",,,
"S.R. Medical College & Research Centre.","#","Thiruvananthapuram","Trivandrum","Thiruvananthapuram","Kerala",,"UGC",,"India",,,
"DM Wayanad Institute of Medical Sciences.","#","Wayanad","#","Wayanad","Kerala",,"UGC",,"India",,,
"Al-Azhar Medical College and Super Speciality Hospital.","#","Thodupuzha","#","Idukki","Kerala",,"UGC",,"India",,,
"Amaltas Institute of Medical Sciences.","#","Dewas","#","Dewas","Madhya pradesh",,"UGC",,"India",,,
"Modern Institute of Medical Sciences.","#","Indore","#","Indore","Madhya pradesh",,"UGC",,"India",,,
"Devi Ahilya Vishwa Vidyalaya.","#","Indore","#","Indore","Madhya pradesh",,"UGC",,"India",,,
"Sakshi Medical College & Research Center.","#","Guna","#","Guna","Madhya pradesh",,"UGC",,"India",,,
"Advanced Institute of Medical Sciences and Research Centre.","#","Bhopal","#","Bhopal","Madhya pradesh",,"UGC",,"India",,,
"Gajra Raja Medical College.","#","Gwalior","#","Gwalior","Madhya pradesh",,"UGC",,"India",,,
"M G M Medical College.","#","Indore","#","Indore","Madhya pradesh",,"UGC",,"India",,,
"Rani Durgavati Vishwa Vidyalaya.","#","Jabalpur","#","Jabalpur","Madhya pradesh",,"UGC",,"India",,,
"Shyam Shah Medical College.","#","Rewa","#","Rewa","Madhya pradesh",,"UGC",,"India",,,
"Ruxmaniben Deepchand Gardi Medical College.","#","Ujjain","#","Ujjain","Madhya pradesh",,"UGC",,"India",,,
"Sri Aurobindo Medical College and Post Graduate Institute.","#","Indore","#","Indore","Madhya pradesh",,"UGC",,"India",,,
"Peoples College of Medical Sciences & Research Centre.","#","Bhopal","#","Bhopal","Madhya pradesh",,"UGC",,"India",,,
"Peoples University.","#","Bhopal","#","Bhopal","Madhya pradesh",,"UGC",,"India",,,
"Index Medical College Hospital & Research Centre.","#","Indore","#","Indore","Madhya pradesh",,"UGC",,"India",,,
"L.N. Medical College and Research Centre.","#","Bhopal","#","Bhopal","Madhya pradesh",,"UGC",,"India",,,
"Bundelkhand Medical College.","#","Sagar","#","Sagar","Madhya pradesh",,"UGC",,"India",,,
"Sukh Sagar Medical College and Hospital.","#","Jabalpur","#","Jabalpur","Madhya pradesh",,"UGC",,"India",,,
"Dr. Harising Gour University.","#","Sagar","#","Sagar","Madhya pradesh",,"UGC",,"India",,,
"All India Institute of Medical Sciences.","#","Bhopal","#","Bhopal","Madhya pradesh",,"UGC",,"India",,,
"Chirayu Medical College and Hospital.","#","Bhopal","#","Bhopal","Madhya pradesh",,"UGC",,"India",,,
"RKDF Medical College Hospital & Research Centre.","#","Bhopal","#","Bhopal","Madhya pradesh",,"UGC",,"India",,,
"Shri Vasant Rao Naik Govt. Medical College.","#","Yavatmal","#","Yavatmal","Maharashtra",,"UGC",,"India",,,
"Government Medical College.","#","Miraj","#","Sangli","Maharashtra",,"UGC",,"India",,,
"Topiwala National Medical College.","#","Mumbai","Bombay","Mumbai","Maharashtra",,"UGC",,"India",,,
"Dr.Vasantrao Pawar Med. Col. Hosp. & Research Centre.","#","Nashik","#","Nashik","Maharashtra",,"UGC",,"India",,,
"Government Medical College.","#","Nagpur","#","Nagpur","Maharashtra",,"UGC",,"India",,,
"Government Medical College.","#","Aurangabad","#","Aurangabad","Maharashtra",,"UGC",,"India",,,
"B. J. Govt. Medical College.","#","Pune","#","Pune","Maharashtra",,"UGC",,"India",,,
"Bharati Vidyapeeth University Medical College.","#","Pune","#","Pune","Maharashtra",,"UGC",,"India",,,
"Bharati Vidyapeeth University.","#","Pune","#","Pune","Maharashtra",,"UGC",,"India",,,
"Armed Forces Medical College.","#","Pune","#","Pune","Maharashtra",,"UGC",,"India",,,
"Smt. Kashibai Navale Medical College and General Hospital.","#","Pune","#","Pune","Maharashtra",,"UGC",,"India",,,
"Bharati Vidyapeeth Deemed University Medical College & Hospital.","#","Sangli","#","Sangli","Maharashtra",,"UGC",,"India",,,
"Padmashri Dr. Vithalrao Vikhe Patil Foundations Medical College.","#","Ahmednagar","#","Ahmednagar","Maharashtra",,"UGC",,"India",,,
"Government Medical College.","#","Latur","#","Latur","Maharashtra",,"UGC",,"India",,,
"Government Medical College.","#","Akola","#","Akola","Maharashtra",,"UGC",,"India",,,
"Bombay University.","#","Navi mumbai","#","Raigad","Maharashtra",,"UGC",,"India",,,
"Sri Bhausaheb Hire Government Medical College.","#","Dhule","#","Dhule","Maharashtra",,"UGC",,"India",,,
"N. K. P. Salve Instt. of Medical Sciences and Research Centre and Lata Mangeshkar Hospital.","#","Nagpur","#","Nagpur","Maharashtra",,"UGC",,"India",,,
"Mahatma Gandhi Missions Medical College.","#","Aurangabad.","#","Aurangabad.","Maharashtra",,"UGC",,"India",,,
"MGM Institute of Health Sciences.","#","Navi mumbai","#","Raigad","Maharashtra",,"UGC",,"India",,,
"KJ Somaiyya Medical College & Research Centre.","#","Mumbai","Bombay","Mumbai","Maharashtra",,"UGC",,"India",,,
"ACPM Medical College.","#","Dhule","#","Dhule","Maharashtra",,"UGC",,"India",,,
"Rajashree Chatrapati Shahu Maharaj Government Medical College.","#","Kolhapur","#","Kolhapur","Maharashtra",,"UGC",,"India",,,
"Padmashree Dr. D Y Patil Medical College.","#","Pune","#","Pune","Maharashtra",,"UGC",,"India",,,
